,width,height,weight_in_kg
0,97.4191689429334,141.631089481838,1344159.99215447
1,58.7060365720782,128.097653564761,442486.159413698
2,77.2625682267468,127.105441992558,759766.293395748
3,82.6572520992208,126.011542169319,861948.355519779
4,78.08536646282,137.092425635823,835907.721028822
5,67.8775096781703,113.773527266784,524204.107682591
6,100.230439948779,137.717844545979,1384542.97253712
7,68.1068192317381,117.120258117339,544276.296933733
8,110.368474277541,138.915758809994,1692170.66357064
9,68.7457180189516,128.221665684541,605980.406492594
10,96.0973930844697,147.044046835843,1357918.2597479
11,115.732907854022,117.134938853775,1568927.53182839
12,42.2227859777532,125.044384314861,222934.897062527
13,64.4242246636526,132.152754405007,549507.911550305
14,67.3335732721268,132.900738682433,603556.279008675
15,82.7190079614015,115.756792456661,792068.678326192
16,64.3149415716786,129.133939167323,535160.500672676
17,43.1291084180955,114.518430860174,213028.502427248
18,38.8093385715104,135.430920317326,204991.032432161
19,96.4022669146038,124.883881456089,1160604.5679707
20,63.8672281184305,133.640904778515,546133.855923854
21,34.3738313204,141.092735625277,166719.608469156
22,66.5616528848076,131.78637213208,583884.041461913
23,94.293493983452,138.098936942261,1228883.11940105
24,107.903869225299,129.053726266102,1502614.16976866
25,61.390617367876,130.357479028922,492304.661817014
26,64.8546123446214,135.604625370399,571379.633734058
27,34.7367382961044,130.313939340938,157252.929190774
28,79.2019470966254,126.76339187265,796191.265309883
29,57.2001024807976,119.868894176397,392203.609788592
30,79.1090024648244,140.001666221938,877173.016593716
31,84.0967467445764,149.740532602938,1059013.30938835
32,90.7020704393985,139.587209039101,1148376.59075465
33,57.8214724918558,140.425967208087,469499.151560149
34,80.0991024659594,123.812575912708,795374.717799829
35,35.6598264185332,131.115334149752,166737.767727015
36,54.3108198324101,131.046635264563,386553.632886155
37,52.9818481164696,135.985064935149,382729.967663227
38,38.2841529989326,126.846969589552,185924.765767952
39,70.7224521378451,122.000844427547,611219.827541444
40,74.1199720040051,128.606137367882,706543.573824002
41,62.7788540290267,158.148275090404,623300.212250968
42,85.1632647139903,126.528209685383,917689.738162172
43,55.4659034584685,139.865832516075,430302.214627682
44,42.6343791116141,113.168817514715,206715.279727344
45,78.6563605177743,159.681738852794,987933.192624215
46,53.7721364762666,115.33507395481,334494.959183056
47,98.8820252344251,131.405103065963,1284843.49905846
48,61.3710759477331,130.443766753973,491313.842173633
49,83.1129576680441,128.195713342853,886556.775845922
50,76.4385053040789,113.566996777973,664565.15058389
51,54.3232211823925,120.129158461762,354513.054750112
52,101.51455039584,141.098012223467,1454052.40058973
53,82.8579861143463,131.592254855222,904449.91182436
54,71.7952129319921,129.528675351991,667672.793678085
55,75.5310149458293,133.177077552506,760777.111703369
56,83.5857763211054,131.761009270759,920570.311619661
57,71.7966577315816,131.661914792389,679696.444725633
58,49.8618016630587,137.812099752064,342639.611251578
59,75.6976590706132,136.168281861284,780272.102106505
60,62.6553071451805,143.020992843793,561465.389987318
61,73.7046112973122,129.171189051891,701716.205279212
62,81.6364745473101,133.493311079638,889676.829682714
63,97.9947365458536,108.379865598941,1040777.05854553
64,55.4541588105107,143.384930976427,441942.281629893
65,96.0508526408829,138.94683230666,1281900.8165323
66,76.7169623950415,127.97078581118,754180.66158531
67,90.7701219739524,148.936119263563,1228126.69111844
68,88.4145713658129,127.588198297689,997384.274349397
69,84.4175632573372,133.520356942483,952518.409797338
70,49.1376212286429,115.246941224159,278275.522027997
71,68.1962722677859,132.126725373369,615493.694594637
72,82.4703632399909,122.254057635982,831503.888505626
73,50.9295328445531,123.71047058994,320893.050228383
74,59.1434237085229,149.012980864132,522249.588670801
75,81.6199299536337,141.76456540892,944419.666061032
76,85.3635747566918,123.096166622846,897005.087146946
77,79.2753517708033,139.570069613153,877149.921901797
78,52.2844740518064,140.159149271206,383158.288597168
79,48.0043820270429,135.988138225855,313382.89044746
80,100.254140196099,130.121162898406,1307842.81251451
81,75.1584287506406,132.706542503976,749640.695786303
82,71.7688045831917,138.609679701211,713955.265580254
83,67.5820692492182,126.199906565773,576408.01355205
84,46.1134220967894,145.576247572645,309571.358778181
85,82.2399379608077,128.815748977725,871244.728493095
86,65.6572030850696,141.358469105711,609387.094543599
87,66.3448658733616,132.692319020827,585075.159770896
88,88.6669265714232,123.419435653528,970310.102622431
89,86.435462210165,129.367247293048,966524.480085775
90,97.8423275186854,135.449496970944,1296683.40067099
91,60.4765215389065,124.27408718977,454529.030598276
92,83.0069712145261,124.026005906992,854568.646543103
93,97.8222091278,135.921245568942,1301663.70130149
94,47.784222411042,135.909414033404,311336.716997579
95,52.7841482624432,140.925394181038,392651.270886495
96,47.3652263829246,135.461195562909,303913.135623747
97,40.8157200099521,139.23549554506,231965.210124436
98,71.5996510648232,124.935357402304,640493.994987228
99,83.0640867929838,146.64087682228,1011780.19396115
100,94.0193075119699,136.589086563413,1207405.76369507
101,90.8950217433545,127.379837118406,1052408.97267752
102,49.935827063203,125.43743059433,312799.351996596
103,106.969638033455,116.280109396088,1331545.43102921
104,56.6645318248437,137.807817583392,443493.640092288
105,72.1102762491214,114.434673832296,596057.721567448
106,61.5548823626229,143.727451922593,545593.247560651
107,67.5529965609006,127.235855990821,580638.415604493
108,73.76386069003,133.893941454646,728542.294450686
109,72.3832191599401,120.53173686208,631515.892679059
110,69.4981489826519,138.311882311347,669055.631309277
111,72.1614545588407,144.244734055869,751131.143172648
